,ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
201,1.0,0.00081,0.0,2.0,0.0,1.01,0.019338,0.0009,0.0,0.000997,3.88096,0.0,1.01,1.02,0.0,0.0,0.0,11.0,0.001086,1.01,0.115222,0.0,0.0,2.04,3.0,46.0,0.0,5.0,1.0,1.0,0.0,0.0,10.0,0.0,16.0,0.002038,0.001042,0.007113,1.02,1.07,4.0,2.07,2.0,0.0,2.0,0.0,1.01,0.0,1.02,0.014164,0.0,3.0,0.00133,0.0,0.00207,0.0,4.0,0.001471,3.27,0.035222,0.000893,b'clean'
202,0.0,0.001992,0.0,6.0,0.0,0.0,0.05088,0.000828,0.0,0.0,20.9156,0.0,0.0,2.02,0.0,0.0,0.0,12.0,0.0,0.0,0.533881,0.0,0.0,3.1,9.0,41.0,0.0,4.0,2.0,1.0,0.0,0.0,6.0,0.0,22.0,0.003274,0.0,0.009099,3.06,2.05,10.0,4.15,3.0,0.0,2.0,0.0,1.01,0.0,3.06,0.044597,8.18,11.0,0.003824,0.012269,0.004392,28.0,2.0,0.003301,5.28,0.05499,0.002353,b'clean'
203,2.0,0.003093,0.002749,3.0,0.0,1.01,0.032386,0.001076,2.02,0.00226,4.63681,0.0,1.01,2.04,0.0,2.0,0.0,20.0,0.001176,1.01,0.13874,0.0,0.0,2.08,8.0,78.0,0.0,8.0,2.0,1.0,0.0,0.0,28.0,0.0,33.0,0.004547,0.00139,0.007868,1.03,2.29,9.0,2.14,2.0,0.0,2.0,0.0,1.02,0.0,2.05,0.017015,0.0,3.0,0.001563,0.0,0.004573,10.0,6.0,0.003384,3.33,0.038993,0.003874,b'clean'
204,0.0,0.000744,0.0,2.0,0.0,0.0,0.024678,0.0,0.0,0.0,15.1351,0.0,1.01,1.01,0.0,0.0,0.0,9.0,0.000819,0.0,0.417368,0.0,0.0,2.04,11.0,50.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,32.0,0.004301,0.0,0.005321,3.04,1.02,12.0,2.14,1.0,0.0,1.0,0.0,0.0,0.0,3.04,0.045043,0.0,2.0,0.003888,0.0,0.004344,6.0,1.0,0.004659,2.23,0.101606,0.000814,b'clean'
205,10.0,0.005624,0.001402,3.0,0.0,0.0,0.08281,0.002642,1.01,0.0,18.1407,0.0,2.03,3.04,0.0,0.0,0.0,129.0,0.002472,0.0,0.508653,0.0,0.005881,4.28,44.0,372.0,14.0,19.0,1.0,4.0,0.0,0.0,171.0,4.06,170.0,0.008174,0.0,0.014297,4.07,3.75,48.0,6.77,2.0,0.0,2.0,0.0,1.01,0.0,5.08,0.053893,1.01,8.0,0.005338,0.001646,0.010283,6.0,8.0,0.006858,8.02,0.097592,0.005969,b'clean'
206,14.0,0.023066,0.000933,19.0,0.0,5.07,0.562202,0.015773,1.01,0.004557,28.6537,0.0,5.08,9.17,0.0,0.0,1.0,197.0,0.005095,5.07,0.884783,0.0,0.001237,15.51,42.0,801.0,1.0,34.0,3.0,4.0,0.0,1.02,561.0,1.01,419.0,0.03429,0.003653,0.047328,12.27,13.26,43.0,18.86,14.0,1.0,14.0,1.0,1.01,0.0,13.28,0.122037,4.19,24.0,0.019653,0.007055,0.037279,24.0,8.0,0.021406,23.7,0.208569,0.024355,b'buggy'
207,3.0,0.006313,0.0,1.0,0.0,1.01,0.103651,0.002275,0.0,0.001922,22.3051,0.0,5.13,5.17,0.0,0.0,0.0,16.0,0.006177,1.01,0.565657,0.0,0.0,7.32,12.0,62.0,0.0,9.0,3.0,1.0,0.0,1.01,36.0,0.0,53.0,0.008237,0.001995,0.011737,5.16,6.89,13.0,10.23,2.0,0.0,1.0,0.0,2.05,0.000693,5.16,0.04661,9.27,4.0,0.006884,0.01356,0.010342,37.0,2.0,0.007437,12.38,0.057772,0.006993,b'buggy'
208,1.0,0.002147,0.024848,4.0,0.0,0.0,0.028826,0.0,13.2,0.0,12.5353,0.0,0.0,2.02,0.0,1.0,0.0,27.0,0.0,0.0,0.336625,0.0,0.000539,4.06,8.0,85.0,7.0,15.0,2.0,26.0,0.0,0.0,105.0,1.01,44.0,0.003837,0.0,0.005881,3.03,2.27,34.0,5.09,1.0,0.0,1.0,0.0,0.0,0.0,14.23,0.032623,3.05,5.0,0.00427,0.005337,0.005903,41.0,9.0,0.027999,5.25,0.05658,0.002222,b'clean'
209,1.0,0.003472,0.005081,1.0,0.0,1.01,0.056409,0.004368,4.08,0.000775,11.9472,0.0,1.01,2.04,0.0,0.0,0.0,37.0,0.000747,1.01,0.324418,0.0,0.000311,4.19,10.0,156.0,7.0,20.0,2.0,11.0,0.0,0.0,190.0,1.01,82.0,0.005607,0.000565,0.010079,1.04,2.7,21.0,4.33,6.0,0.0,6.0,0.0,3.05,0.0,5.12,0.03188,1.01,3.0,0.001011,0.001646,0.00563,23.0,19.0,0.006409,5.96,0.052581,0.00381,b'clean'
210,1.0,0.0,0.0,0.0,0.0,0.0,0.002845,0.0,0.0,0.0,4.57426,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.133715,0.0,0.0,0.0,1.0,28.0,0.0,8.0,1.0,1.0,0.0,0.0,28.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01579,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.03623,0.0,b'clean'
211,0.0,0.001137,0.002119,1.0,0.0,2.02,0.036407,0.00117,2.02,0.0,12.4285,0.0,0.0,1.03,0.0,7.0,0.0,4.0,0.0,0.0,0.314288,3.03,0.004977,2.09,4.0,20.0,0.0,3.0,3.0,0.0,0.010111,1.01,3.0,2.02,12.0,0.001704,0.001999,0.006706,2.07,1.12,4.0,2.14,0.0,0.0,0.0,0.0,1.01,0.00091,3.09,0.026363,11.41,2.0,0.001922,0.019161,0.001969,67.0,2.0,0.002926,3.26,0.040878,0.001227,b'buggy'
212,0.0,0.0,0.0,0.0,0.0,1.01,0.00403,0.0,0.0,0.000835,7.72196,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.01,0.198359,0.0,0.0,0.0,2.0,14.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,0.000904,0.0,0.0,0.0,3.0,1.01,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.017775,0.0,0.0,0.0,0.0,0.000805,0.0,3.0,0.0,0.0,0.034375,0.0,b'clean'
213,0.0,0.001733,0.0,1.0,0.0,0.0,0.010355,0.0,0.0,0.0,3.23696,0.0,0.0,1.02,0.0,0.0,0.0,10.0,0.0,0.0,0.101805,0.0,0.008453,1.08,5.0,29.0,8.0,4.0,3.0,2.0,0.0,0.0,6.0,2.02,16.0,0.00193,0.0,0.006418,2.04,1.05,7.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.013728,4.06,1.0,0.003403,0.012184,0.00191,36.0,1.0,0.003678,2.35,0.035577,0.00182,b'clean'
214,1.0,0.0,0.0,1.0,0.0,0.0,0.000474,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.061715,0.0,0.0,0.0,2.0,39.0,0.0,5.0,1.0,1.0,0.0,0.0,10.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.010097,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.033928,0.0,b'clean'
215,2.0,0.000629,0.001974,2.0,0.0,2.02,0.090947,0.000702,2.02,0.001686,14.2974,0.0,0.0,1.01,0.0,0.0,0.0,8.0,0.0,2.02,0.365666,0.0,0.0,1.01,5.0,49.0,0.0,6.0,1.0,0.0,0.0,0.0,15.0,0.0,26.0,0.000782,0.00164,0.006724,2.03,1.06,5.0,2.02,2.0,0.0,2.0,0.0,1.01,0.0,1.01,0.031054,0.0,3.0,0.001836,0.0,0.001553,0.0,4.0,0.001008,3.17,0.043339,0.000707,b'clean'
216,0.0,0.0,0.0,0.0,0.0,0.0,0.003873,0.0,0.0,0.0,6.41569,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.169334,0.0,0.0,0.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.016324,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.034357,0.0,b'clean'
217,1.0,0.0,0.0,0.0,0.0,0.0,0.002368,0.0,0.0,0.0,3.19695,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.09499,0.0,0.0,0.0,4.0,96.0,4.0,16.0,3.0,1.0,0.0,0.0,120.0,0.0,71.0,0.0,0.0,0.004532,1.01,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,1.01,0.011819,1.02,0.0,0.002143,0.001646,0.0,42.0,15.0,0.00212,1.01,0.0312,0.0,b'clean'
218,0.0,0.0,0.016566,8.0,0.0,3.03,0.02007,0.0,4.05,0.004076,15.3538,0.0,0.0,0.0,0.0,3.0,2.0,24.0,0.0,3.03,0.406026,1.01,0.00164,1.01,8.0,92.0,4.0,18.0,7.0,6.0,0.001423,0.0,153.0,2.02,43.0,0.000706,0.003012,0.002348,2.02,0.0,14.0,3.03,5.0,1.0,5.0,2.0,0.0,0.0,4.05,0.038288,8.13,8.0,0.002215,0.008624,0.003113,120.0,16.0,0.015784,3.03,0.067676,0.0,b'buggy'
219,0.0,0.0,0.000833,0.0,0.0,0.0,0.003618,0.0,1.01,0.0,3.30831,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.096281,0.0,0.0,0.0,1.0,9.0,4.0,3.0,5.0,3.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.011635,3.07,0.0,0.0,0.004833,0.0,64.0,3.0,0.000766,0.0,0.031038,0.0,b'clean'
220,3.0,0.0,0.0,2.0,0.0,0.0,0.04396,0.0,0.0,0.0,6.14016,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.183033,0.0,0.0,0.0,11.0,77.0,1.0,8.0,2.0,3.0,0.0,0.0,28.0,0.0,54.0,0.0,0.0,0.004997,1.01,0.0,14.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.01,0.022001,0.0,2.0,0.002143,0.0,0.0,14.0,4.0,0.00212,1.01,0.046323,0.0,b'clean'
221,0.0,0.003957,0.007266,7.0,0.0,1.01,0.019705,0.002716,2.03,0.0,7.25623,0.0,0.0,1.01,0.0,0.0,0.0,38.0,0.0,0.0,0.254391,0.0,0.0,3.18,8.0,114.0,0.0,7.0,1.0,6.0,0.0,0.0,21.0,0.0,78.0,0.016517,0.003064,0.017956,1.02,1.06,14.0,2.23,1.0,0.0,0.0,1.0,1.01,0.0,2.05,0.043408,0.0,7.0,0.003995,0.0,0.010463,6.0,7.0,0.008018,4.41,0.144345,0.004216,b'buggy'
222,1.0,0.000536,0.0,0.0,0.0,2.03,0.010617,0.00053,0.0,0.000942,7.2787,0.0,0.0,1.01,0.0,0.0,0.0,14.0,0.0,2.02,0.196003,0.0,0.0,1.04,2.0,43.0,1.0,8.0,3.0,1.0,0.0,0.0,28.0,0.0,23.0,0.000617,0.001079,0.005061,1.01,1.07,3.0,1.03,3.0,0.0,1.0,0.0,1.01,0.0,1.01,0.019409,3.05,0.0,0.000632,0.003028,0.000607,30.0,3.0,0.000762,2.1,0.037387,0.000606,b'clean'
223,1.0,0.0,0.0,2.0,0.0,0.0,0.007647,0.0,0.0,0.0,5.25839,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.167761,0.0,0.0,1.01,9.0,59.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,27.0,0.000866,0.0,0.003273,0.0,0.0,11.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023664,0.0,4.0,0.0,0.0,0.002356,6.0,1.0,0.0,2.04,0.067326,0.0,b'clean'
224,11.0,0.001348,0.0,7.0,0.0,3.18,0.105636,0.0,0.0,0.001276,15.0525,0.0,1.03,2.04,0.0,0.0,0.0,71.0,0.000784,2.03,0.38367,0.0,0.001986,3.39,25.0,460.0,0.0,22.0,3.0,1.0,0.0,0.0,231.0,1.01,183.0,0.002228,0.002158,0.01084,5.11,2.78,26.0,7.02,10.0,1.0,10.0,2.0,0.0,0.0,5.11,0.032332,3.04,8.0,0.005004,0.005131,0.005383,21.0,10.0,0.005061,8.48,0.044481,0.001444,b'clean'
225,1.0,0.0,0.0,0.0,0.0,0.0,0.000723,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.061715,0.0,0.0,0.0,2.0,27.0,0.0,5.0,1.0,1.0,0.0,0.0,10.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.010097,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.033928,0.0,b'clean'
226,2.0,0.0,0.0,1.0,0.0,0.0,0.012767,0.0,0.0,0.0,5.95836,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.179524,0.0,0.0,0.0,14.0,91.0,13.0,12.0,6.0,1.0,0.0,0.0,66.0,0.0,47.0,0.0,0.0,0.004575,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022003,2.04,4.0,0.0,0.005123,0.0,82.0,8.0,0.0,2.18,0.048075,0.0,b'clean'
227,0.0,0.008192,0.003122,3.0,0.0,0.0,0.177304,0.0,1.01,0.0,8.96501,0.0,0.0,1.01,0.0,0.0,0.0,11.0,0.0,0.0,0.329377,0.0,0.0,2.02,10.0,82.0,0.0,7.0,1.0,3.0,0.0,0.0,21.0,0.0,28.0,0.010563,0.0,0.015854,2.02,1.06,12.0,3.05,4.0,0.0,4.0,0.0,0.0,0.0,2.02,0.060323,0.0,5.0,0.005018,0.0,0.012218,0.0,2.0,0.005559,4.1,0.209759,0.00887,b'clean'
228,0.0,0.001366,0.0,3.0,0.0,1.01,0.011136,0.0,0.0,0.000835,11.0669,0.0,0.0,1.01,0.0,0.0,0.0,5.0,0.0,1.01,0.289658,0.0,0.0,1.01,5.0,27.0,0.0,5.0,2.0,1.0,0.0,0.0,10.0,0.0,17.0,0.001669,0.000904,0.001679,2.03,1.04,6.0,2.05,3.0,0.0,2.0,0.0,0.0,0.0,2.03,0.026447,8.18,4.0,0.002692,0.012269,0.002514,28.0,3.0,0.002212,1.01,0.043093,0.001591,b'clean'
229,0.0,0.0,0.0,0.0,0.0,0.0,0.004106,0.0,0.0,0.0,6.41569,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,0.169334,0.0,0.0,0.0,0.0,44.0,0.0,4.0,1.0,2.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.004997,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016324,1.01,0.0,0.0,0.001646,0.0,6.0,4.0,0.0,1.01,0.034357,0.0,b'clean'
230,0.0,0.0,0.0,1.0,0.0,0.0,0.004057,0.0,0.0,0.0,7.83167,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,0.0,0.202284,0.0,0.0,1.01,1.0,31.0,0.0,4.0,1.0,1.0,0.0,0.0,6.0,0.0,15.0,0.000787,0.0,0.000806,0.0,0.0,2.0,1.01,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.018251,0.0,1.0,0.0,0.0,0.000808,0.0,4.0,0.0,1.02,0.034458,0.0,b'clean'
231,0.0,0.000562,0.006354,1.0,1.01,1.01,0.026917,0.000526,1.01,0.0,6.42966,0.000543,0.0,1.09,0.0,0.0,0.0,1.0,0.0,0.0,0.146747,0.0,0.000331,1.1,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.01,1.0,1.01,2.0,0.000644,0.000517,0.000658,1.02,1.54,0.0,1.13,0.0,0.0,0.0,0.0,1.1,0.0,2.03,0.008126,2.13,1.0,0.000691,0.002276,0.000658,18.0,1.0,0.007558,1.27,0.000523,0.000562,b'buggy'
232,11.0,0.0,0.0,3.0,0.0,1.01,0.010164,0.0,0.0,0.0,5.20137,0.0,0.0,0.0,0.0,0.0,1.0,35.0,0.0,0.0,0.18445,0.0,0.0,2.06,11.0,152.0,0.0,15.0,1.0,1.0,0.0,0.0,105.0,0.0,65.0,0.008756,0.001097,0.013188,2.02,0.0,12.0,2.09,5.0,0.0,0.0,1.0,0.0,0.0,2.02,0.031932,0.0,4.0,0.008204,0.0,0.008384,0.0,3.0,0.00931,3.1,0.106445,0.0,b'clean'
233,0.0,0.0,0.0,0.0,0.0,0.0,0.000723,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.061715,0.0,0.0,0.0,1.0,45.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010097,0.0,1.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.033928,0.0,b'clean'
234,8.0,0.0,0.0,0.0,0.0,0.0,0.006066,0.0,0.0,0.0,4.385,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.138801,0.0,0.0,0.0,8.0,129.0,0.0,8.0,1.0,0.0,0.0,0.0,28.0,0.0,55.0,0.0,0.0,0.004997,1.01,0.0,8.0,1.01,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.018873,0.0,3.0,0.001092,0.0,0.001212,6.0,0.0,0.001121,1.09,0.048639,0.0,b'clean'
235,0.0,0.001495,0.001798,5.0,0.0,2.04,0.025982,0.001514,2.03,0.000782,6.75539,0.0,0.0,2.05,0.0,0.0,0.0,14.0,0.0,1.01,0.188915,0.0,0.0,2.07,2.0,68.0,0.0,12.0,1.0,2.0,0.0,0.0,66.0,0.0,22.0,0.001696,0.001534,0.001587,2.03,2.45,4.0,2.09,7.0,0.0,1.0,0.0,2.05,0.0,3.04,0.020042,1.01,7.0,0.002675,0.001646,0.001546,6.0,12.0,0.003799,2.35,0.038363,0.00164,b'clean'
236,0.0,0.003636,0.003095,0.0,0.0,1.06,0.067891,0.003802,3.03,0.000683,9.64564,0.0,0.0,3.04,0.0,0.0,0.0,8.0,0.0,1.02,0.26412,0.0,0.0,3.29,2.0,27.0,6.0,8.0,5.0,5.0,0.0,0.0,28.0,0.0,17.0,0.004122,0.000471,0.004046,1.01,3.26,7.0,2.35,1.0,0.0,1.0,0.0,3.04,0.0,4.04,0.026697,4.11,1.0,0.000825,0.007352,0.00164,71.0,7.0,0.004029,3.66,0.047988,0.004115,b'clean'
237,1.0,0.001698,0.00135,0.0,0.0,1.01,0.0,0.000777,1.02,0.002713,0.0,0.0,2.02,3.03,0.0,1.0,0.0,21.0,0.001319,1.01,0.0,0.0,0.002952,5.16,9.0,71.0,1.0,7.0,4.0,4.0,0.0,0.0,21.0,2.02,53.0,0.004215,0.001748,0.009217,2.06,3.21,12.0,6.44,2.0,0.0,2.0,0.0,1.01,0.0,3.07,0.0,5.08,0.0,0.001872,0.006404,0.004942,64.0,6.0,0.003455,7.58,0.0,0.002157,b'clean'
238,3.0,0.001132,0.004253,2.0,0.0,0.0,0.02091,0.001766,3.03,0.0,5.4784,0.0,2.02,1.01,0.0,0.0,0.0,29.0,0.002859,0.0,0.162692,0.0,0.0,2.08,9.0,79.0,0.0,5.0,1.0,3.0,0.0,0.0,10.0,0.0,47.0,0.003173,0.0,0.007797,2.03,1.04,12.0,2.11,0.0,0.0,0.0,0.0,1.01,0.0,3.04,0.019396,0.0,3.0,0.002924,0.0,0.003258,6.0,2.0,0.004698,3.18,0.040616,0.001267,b'buggy'
239,5.0,0.00209,0.0,1.0,0.0,2.05,0.056264,0.0007,0.0,0.001588,14.3708,0.0,1.05,2.09,0.0,0.0,0.0,12.0,0.000784,2.05,0.372883,0.0,0.0,2.09,11.0,163.0,0.0,12.0,2.0,1.0,0.0,0.0,66.0,0.0,79.0,0.002454,0.001659,0.010895,3.05,2.63,11.0,4.69,3.0,0.0,2.0,0.0,1.03,0.0,2.04,0.033324,8.18,3.0,0.004804,0.012269,0.00551,28.0,5.0,0.002505,7.96,0.052553,0.00237,b'clean'
240,18.0,0.001523,0.001979,5.0,0.0,1.01,0.02341,0.001526,1.01,0.0,6.83071,0.0,0.0,1.01,0.0,0.0,0.0,66.0,0.0,0.0,0.204273,0.0,0.0,1.04,28.0,407.0,0.0,21.0,1.0,1.0,0.0,0.0,210.0,0.0,161.0,0.001847,0.001703,0.006855,3.05,1.2,29.0,1.13,6.0,0.0,2.0,0.0,1.01,0.0,3.06,0.024752,0.0,5.0,0.007853,0.0,0.001932,0.0,2.0,0.008865,2.39,0.053449,0.0017,b'clean'
241,0.0,0.0,0.0,1.0,0.0,0.0,0.004606,0.0,0.0,0.0,5.88474,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.163011,0.0,0.001203,1.01,7.0,29.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,1.01,22.0,0.001028,0.0,0.006722,1.01,0.0,7.0,1.07,1.0,0.0,1.0,0.0,0.0,0.0,1.01,0.016989,2.02,2.0,0.000693,0.00164,0.001009,10.0,1.0,0.001121,3.08,0.032853,0.0,b'clean'
242,1.0,0.001033,0.0,2.0,0.0,0.0,0.013623,0.000909,0.0,0.0,2.71813,0.0,0.0,1.01,0.0,0.0,0.0,16.0,0.0,0.0,0.097266,0.0,0.0,0.0,6.0,100.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,29.0,0.0,0.0,0.004997,0.0,1.03,6.0,1.01,4.0,0.0,4.0,0.0,1.01,0.0,0.0,0.016651,0.0,2.0,0.0,0.0,0.001135,6.0,1.0,0.0,1.07,0.058544,0.001095,b'clean'
243,5.0,0.000586,0.003224,5.0,0.0,2.07,0.053917,0.0,2.03,0.0006,9.06318,0.0,1.04,1.04,0.0,0.0,0.0,41.0,0.000665,1.16,0.249566,0.0,0.0,2.25,2.0,91.0,0.0,8.0,1.0,5.0,0.0,0.0,28.0,0.0,60.0,0.001426,0.001182,0.005877,1.01,1.22,7.0,2.32,16.0,0.0,16.0,0.0,0.0,0.0,3.04,0.025588,1.01,5.0,0.000701,0.001646,0.001365,6.0,3.0,0.004676,3.5,0.047408,0.000709,b'clean'
244,0.0,0.0,0.0,1.0,0.0,0.0,0.000727,0.0,0.0,0.0,2.91017,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.089251,0.0,0.0,0.0,2.0,19.0,5.0,4.0,3.0,1.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011895,1.01,1.0,0.0,0.001646,0.0,14.0,3.0,0.0,0.0,0.034148,0.0,b'clean'
245,23.0,0.0,0.0,1.0,0.0,0.0,0.007707,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.061715,0.0,0.0,0.0,12.0,425.0,14.0,36.0,1.0,3.0,0.0,0.0,630.0,0.0,153.0,0.0,0.0,0.004997,0.0,0.0,15.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.010097,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.4,0.033928,0.0,b'clean'
246,1.0,0.002423,0.001867,6.0,0.0,1.02,0.050549,0.002033,1.01,0.0005,16.7735,0.0,1.01,2.03,0.0,0.0,0.0,46.0,0.000451,1.02,0.432571,0.0,0.0,6.24,10.0,152.0,10.0,19.0,3.0,5.0,0.0,0.0,171.0,0.0,87.0,0.006197,0.000492,0.010699,6.07,2.52,15.0,7.6,4.0,0.0,4.0,2.0,1.02,0.0,6.08,0.037274,4.06,6.0,0.005841,0.005595,0.007299,76.0,17.0,0.006373,8.17,0.048973,0.002659,b'clean'
247,1.0,0.0,0.0,1.0,0.0,0.0,0.001222,0.0,0.0,0.0,1.76682,0.0,0.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.061715,0.0,0.0,0.0,2.0,84.0,0.0,9.0,1.0,3.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010097,0.0,1.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.033928,0.0,b'clean'
248,1.0,0.0,0.0,2.0,0.0,0.0,0.027667,0.0,0.0,0.0,9.15622,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.260371,0.0,0.0,1.01,14.0,40.0,6.0,4.0,3.0,1.0,0.0,0.0,6.0,0.0,31.0,0.001157,0.0,0.0,1.01,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,0.028432,1.01,3.0,0.002143,0.001646,0.0,17.0,2.0,0.00212,0.0,0.053744,0.0,b'clean'
249,9.0,0.004684,0.003424,12.0,0.0,1.04,0.054265,0.003607,2.02,0.001571,6.85196,0.0,1.02,3.06,0.0,0.0,0.0,97.0,0.001387,1.02,0.200102,0.0,0.04262,3.24,19.0,332.0,178.0,31.0,1.0,12.0,0.0,0.0,465.0,12.53,163.0,0.005113,0.001292,0.011401,2.02,4.65,24.0,5.28,23.0,0.0,15.0,0.0,2.03,0.0,3.03,0.02301,0.0,13.0,0.003201,0.0,0.007976,0.0,12.0,0.005214,5.64,0.045085,0.005214,b'buggy'
